island,longitude,latitude
Maui,-156.6489842,21.004366299999997
Maui,-156.649064,21.0044204
Maui,-156.6507229,21.0039944
Maui,-156.6506818,21.0040902
Maui,-156.6496326,21.0056699
Maui,-156.6507229,21.0039944
Maui,-156.6506818,21.0040902
Maui,-156.6495117,21.0047537
Maui,-156.6497205,21.0049433
Maui,-156.6494353,21.004684199999993
Maui,-156.6495117,21.0047537
Maui,-156.2563913,20.932805799999997
Maui,-156.2947206,20.942083499999995
Maui,-156.6095375,21.021238199999996
Maui,-156.2722636,20.9341668
Maui,-156.6386244,21.013006300000004
Maui,-156.3394886,20.9355224
Maui,-156.5161308,20.9532691
Maui,-156.5114902,20.9470544
Maui,-156.3185375,20.942316699999996
Maui,-156.2450463,20.933859700000003
Maui,-156.2136944,20.9077208
Maui,-156.2105228,20.902767599999997
Maui,-156.2134442,20.9039904
Maui,-156.2048667,20.899123399999997
Maui,-156.2270256,20.9145764
Maui,-156.1959928,20.888731999999997
Maui,-156.1834091,20.881581300000004
Maui,-156.1806804,20.8791113
Maui,-156.1574079,20.857870199999997
Maui,-156.1577944,20.859245600000005
Maui,-156.1669907,20.861583499999995
Maui,-156.1388173,20.857935299999998
Maui,-156.1717925,20.874006400000003
Maui,-156.1874906,20.885151499999996
Maui,-156.1150818,20.826690099999997
Maui,-156.644689,20.836710399999998
Maui,-156.6452548,20.8342613
Maui,-156.6445905,20.8371086
Maui,-156.644689,20.836710399999998
Maui,-156.6452892,20.8341566
Maui,-156.6453294,20.834002699999996
Maui,-156.6452548,20.8342613
Maui,-156.6452892,20.8341566
Maui,-156.1574079,20.857870199999997
Maui,-156.11522310000004,20.825376400000003
Maui,-156.0755589,20.821057100000004
Maui,-156.1064186,20.823672999999996
Maui,-156.0745054,20.8203477
Maui,-156.0511265,20.8065642
Maui,-156.0705785,20.8184889
Maui,-156.0649661,20.814897299999995
Maui,-155.9859254,20.761498499999995
Maui,-155.9855024,20.740247799999995
Maui,-155.9855024,20.740247799999995
Maui,-155.9885531,20.713010199999996
Maui,-156.0636549,20.812295399999996
Maui,-156.0600503,20.81102489999999
Maui,-156.0361362,20.8056456
Maui,-155.9854048,20.740277499999994
Maui,-155.9825875,20.740927
Maui,-155.9855024,20.740247799999995
Maui,-155.9854048,20.740277499999994
Maui,-155.9846787,20.728242000000005
Maui,-156.0179008,20.6836043
Maui,-156.0087923,20.685814800000003
Maui,-156.02634,20.683723099999998
Maui,-156.1129852,20.634564200000003
Maui,-156.0360093,20.675324899999996
Maui,-156.0427873,20.6686085
Maui,-156.0412792,20.672286699999997
Maui,-156.0744651,20.6497582
Maui,-156.0411216,20.6628037
Maui,-156.0757981,20.6510892
Maui,-156.0991601,20.642197399999997
Maui,-156.099504,20.64491
Maui,-156.08085240000003,20.650795899999995
Maui,-156.0586189,20.6485957
Maui,-156.0255184,20.6808541
Maui,-156.026405,20.6837053
Maui,-156.0269096,20.683065699999997
Maui,-156.02634,20.683723099999998
Maui,-156.026405,20.6837053
Maui,-156.041239,20.6722117
Maui,-156.0387651,20.669702399999988
Maui,-156.0412792,20.672286699999997
Maui,-156.041239,20.6722117
Maui,-156.03962450000003,20.670703699999997
Maui,-156.0366665,20.670813800000005
Maui,-156.0427075,20.668585399999998
Maui,-156.0406122,20.6672541
Maui,-156.0427873,20.6686085
Maui,-156.0427075,20.668585399999998
Maui,-156.03597970000004,20.6752559
Maui,-156.034001,20.6738122
Maui,-156.0360093,20.675324899999996
Maui,-156.03597970000004,20.6752559
Maui,-156.0757327,20.651067099999995
Maui,-156.0754413,20.650187
Maui,-156.0757981,20.6510892
Maui,-156.0757327,20.651067099999995
Maui,-156.0808093,20.6507345
Maui,-156.080552,20.650306
Maui,-156.08085240000003,20.650795899999995
Maui,-156.0808093,20.6507345
Maui,-156.099504,20.644838000000004
Maui,-156.0992997,20.644079
Maui,-156.099504,20.64491
Maui,-156.099504,20.644838000000004
Maui,-156.3664857,20.927551600000005
Maui,-156.0594605,20.6483644
Maui,-156.4442764,20.695277699999995
Maui,-156.2387511,20.930116899999994
Maui,-156.1744794,20.8734285
Maui,-156.0827155,20.825000899999996
Maui,-156.0574751,20.807839999999995
Maui,-156.0788727,20.651115799999996
Maui,-156.0842195,20.6478227
Maui,-156.0859372,20.6462422
Maui,-156.6258405,21.0190287
Maui,-156.626507,21.0223671
Maui,-156.625781,21.018917999999996
Maui,-156.6258405,21.0190287
Maui,-156.6849124,20.889555899999998
Maui,-156.6851,20.889533599999996
Maui,-156.6847769,20.8895618
Maui,-156.6849124,20.889555899999998
Maui,-156.68359330000004,20.889494499999998
Maui,-156.683813,20.88951409999999
Maui,-156.68338670000003,20.8894594
Maui,-156.68359330000004,20.889494499999998
Maui,-156.6833123,20.889449
Maui,-156.68338670000003,20.8894594
Maui,-156.6832696,20.889444699999988
Maui,-156.6833123,20.889449
Maui,-156.683813,20.88951409999999
Maui,-156.6847769,20.8895618
Maui,-156.6558525,20.848973899999997
Maui,-156.6563125,20.8486404
Maui,-156.6557644,20.849081599999998
Maui,-156.6558525,20.848973899999997
Maui,-156.6540818,20.846077699999995
Maui,-156.6542872,20.845956799999993
Maui,-156.6540276,20.8461205
Maui,-156.6540818,20.846077699999995
Maui,-156.6388634,20.832411199999996
Maui,-156.6389768,20.832269699999998
Maui,-156.6393327,20.83186419999999
Maui,-156.63968900000003,20.831717800000003
Maui,-156.6392091,20.831980100000003
Maui,-156.6392547,20.831939200000004
Maui,-156.6392547,20.831939200000004
Maui,-156.6393327,20.83186419999999
Maui,-156.6818608,20.958383599999998
Maui,-156.6885311,20.9133912
Maui,-156.6390519,20.8321761
Maui,-156.6392091,20.831980100000003
Maui,-156.6389768,20.832269699999998
Maui,-156.6390519,20.8321761
Maui,-156.6563712,20.8485844
Maui,-156.6564801,20.848480599999995
Maui,-156.6563125,20.8486404
Maui,-156.6563712,20.8485844
Maui,-156.6445905,20.8371086
Maui,-156.6142976,20.810763399999992
Maui,-156.6144067,20.8105073
Maui,-156.6388334,20.83244850000001
Maui,-156.6388634,20.832411199999996
Maui,-156.6366786,20.829963999999997
Maui,-156.6370681,20.8296108
Maui,-156.6365981,20.830033200000003
Maui,-156.6366786,20.829963999999997
Maui,-156.6914827,20.912271699999998
Maui,-156.6918332,20.912217899999998
Maui,-156.6914434,20.912226300000004
Maui,-156.6916253,20.912019999999995
Moloka'i,-157.0673059,21.1886084
Moloka'i,-156.8295761,21.161059000000005
Moloka'i,-157.1253516,21.1950628
Moloka'i,-156.9192318,21.060178
Moloka'i,-156.7404168,21.1141743
Moloka'i,-156.7599833,21.095394999999996
Moloka'i,-156.8284438,21.16474529999999
Moloka'i,-156.82835,21.164741599999996
Moloka'i,-157.0524776,21.185776499999996
Moloka'i,-157.2892443,21.1414609
Moloka'i,-156.9115583,21.0565721
Moloka'i,-156.9303654,21.1691266
Moloka'i,-156.930549,21.169562499999998
Moloka'i,-156.7859352,21.0817783
Moloka'i,-156.7844024,21.0799932
Moloka'i,-156.8176892,21.068854999999996
Moloka'i,-156.8164789,21.067009
Moloka'i,-156.713609,21.145663
Moloka'i,-156.916403,21.057586500000003
Moloka'i,-156.7557893,21.174763400000003
Moloka'i,-156.8164789,21.067009
Moloka'i,-156.8125883,21.0656499
Moloka'i,-156.7307528,21.1238839
Moloka'i,-157.2475904,21.203847199999995
Moloka'i,-157.1032263,21.193803299999995
Moloka'i,-156.9147028,21.1673338
Moloka'i,-156.9293611,21.063473499999997
Moloka'i,-156.92801680000002,21.061501299999996
Moloka'i,-156.8926893,21.166313799999998
Moloka'i,-156.8066198,21.173573700000002
Moloka'i,-157.2274481,21.088668499999994
Moloka'i,-156.7290164,21.126405799999997
Moloka'i,-156.7602963,21.174622399999997
Moloka'i,-157.2703824,21.16005
Moloka'i,-156.9403176,21.168121199999995
Moloka'i,-156.9442006,21.1707008
Moloka'i,-157.096892,21.194489700000005
Moloka'i,-157.1378767,21.0939554
Moloka'i,-156.8294652,21.163340999999996
Moloka'i,-156.8284438,21.16474529999999
Moloka'i,-157.2841616,21.09296
Moloka'i,-156.8280221,21.164985199999997
Moloka'i,-156.8277772,21.1655362
Moloka'i,-156.9618354,21.067782799999993
Moloka'i,-156.990288,21.1815376
Moloka'i,-156.7754279,21.08934779999999
Moloka'i,-156.8605176,21.056591699999995
Moloka'i,-156.7968865,21.1666892
Moloka'i,-157.1977499,21.090371799999996
Moloka'i,-157.1253516,21.1950628
Moloka'i,-156.7409721,21.1601208
Moloka'i,-157.072265,21.1854525
Moloka'i,-157.1613895,21.091702
Moloka'i,-156.7492421,21.1037066
Moloka'i,-156.83454530000003,21.0563122
Moloka'i,-156.80024220000004,21.0728414
Moloka'i,-157.1346559,21.095282199999996
Moloka'i,-156.8647885,21.1626919
Moloka'i,-157.2967247,21.1292751
Moloka'i,-157.2789162,21.154444700000003
Moloka'i,-157.1181013,21.196718899999997
Moloka'i,-156.7969738,21.072812899999995
Moloka'i,-156.8002904,21.069819699999996
Moloka'i,-156.819496,21.065271199999998
Moloka'i,-156.9239421,21.0619663
Moloka'i,-156.9243452,21.0612897
Moloka'i,-157.155485,21.1943373
Moloka'i,-157.2411643,21.087988000000003
Moloka'i,-156.7545846,21.1746596
Moloka'i,-156.868515,21.0494662
Moloka'i,-157.2895959,21.137639699999998
Moloka'i,-156.7566535,21.0998783
Moloka'i,-156.7322083,21.155071800000005
Moloka'i,-156.7831926,21.0843301
Moloka'i,-157.2012327,21.211586099999998
Moloka'i,-156.9945955,21.077733599999995
Moloka'i,-156.9293611,21.063473499999997
Moloka'i,-156.9664449,21.068857800000004
Moloka'i,-157.2643777,21.1649722
Moloka'i,-156.7466654,21.174122400000005
Moloka'i,-157.2577374,21.088275599999996
Moloka'i,-157.1664114,21.0921031
Moloka'i,-156.7800338,21.173121199999997
Moloka'i,-156.898044,21.1606599
Moloka'i,-156.8498932,21.164638499999995
Moloka'i,-156.8280097,21.1648999
Moloka'i,-156.8315197,21.063362599999994
Moloka'i,-157.1801271,21.0912855
Moloka'i,-156.8172806,21.171943899999995
Moloka'i,-156.8984107,21.158079499999996
Moloka'i,-156.77836600000003,21.083693999999994
Moloka'i,-156.8127877,21.1723689
Moloka'i,-156.943877,21.063676600000004
Moloka'i,-156.9443289,21.0630687
Moloka'i,-157.2012327,21.211586099999998
Moloka'i,-156.7407052,21.173208000000002
Moloka'i,-156.7513746,21.10179209999999
Moloka'i,-156.7968865,21.1666892
Moloka'i,-157.2494804,21.207585799999997
Moloka'i,-157.2483087,21.1900719
Moloka'i,-157.079255,21.1043227
Moloka'i,-157.079162,21.102208600000004
Moloka'i,-156.8821195,21.0475356
Moloka'i,-156.8984107,21.158079499999996
Moloka'i,-157.2984763,21.1160165
Moloka'i,-156.8176892,21.068854999999996
Moloka'i,-156.9428509,21.064772099999995
Moloka'i,-156.943877,21.063676600000004
Moloka'i,-157.24838450000001,21.193881800000003
Moloka'i,-157.2012327,21.211586099999998
Moloka'i,-157.2015836,21.215038299999993
Moloka'i,-156.7322083,21.155071800000005
Moloka'i,-156.8570455,21.1630293
Moloka'i,-157.297714,21.1183787
Moloka'i,-157.0753012,21.103512
Moloka'i,-157.079255,21.1043227
Moloka'i,-157.30813720000003,21.104159899999992
Moloka'i,-156.8280097,21.1648999
Moloka'i,-156.8280221,21.164985199999997
Moloka'i,-156.7754279,21.08934779999999
Moloka'i,-156.9425883,21.0653514
Moloka'i,-156.7193992,21.1359926
Moloka'i,-156.8176892,21.068854999999996
Moloka'i,-157.1253516,21.1950628
Moloka'i,-157.1256388,21.1984047
Moloka'i,-156.8929316,21.056486699999997
Moloka'i,-157.155485,21.1943373
Moloka'i,-156.898044,21.1606599
Moloka'i,-156.8977323,21.1615373
Moloka'i,-156.7536597,21.101580499999997
Moloka'i,-156.9761334,21.070666399999993
Moloka'i,-156.8526505,21.163268900000002
Moloka'i,-156.9499905,21.063431599999998
Moloka'i,-156.9878135,21.182679399999998
Moloka'i,-157.17616720000004,21.09139649999999
Moloka'i,-156.770625,21.176071399999998
Moloka'i,-157.1348787,21.0984589
Moloka'i,-157.1893904,21.0912995
Moloka'i,-157.0312785,21.0908308
Moloka'i,-156.9096584,21.055826899999996
Moloka'i,-156.8294652,21.163340999999996
Moloka'i,-156.8284377,21.164538900000004
Moloka'i,-156.8802374,21.1608601
Moloka'i,-157.2585018,21.1700758
Moloka'i,-157.0283389,21.087242999999997
Moloka'i,-157.2138665,21.090030500000005
Moloka'i,-156.9303654,21.1691266
Moloka'i,-156.7859352,21.0817783
