facility_name,permit_id,lat,lon,latlong_type,facility_type,program
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3539,-157.8588,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3561,-157.8552,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3595,-157.8539,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3597,-157.8529,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3608,-157.8513,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.362,-157.8495,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3621,-157.847,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3636,-157.845,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3664,-157.8395,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3661,-157.8381,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3663,-157.8373,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3665,-157.8357,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3676,-157.8331,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3683,-157.8308,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3697,-157.829,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3704,-157.8276,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3709,-157.8267,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3713,-157.8259,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3716,-157.8249,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3721,-157.8245,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3729,-157.8234,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3755,-157.8209,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3761,-157.8166,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3813,-157.8069,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3836,-157.8147,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3836,-157.8149,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3865,-157.8111,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3883,-157.8116,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3887,-157.8152,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3884,-157.8162,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3916,-157.815,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3915,-157.8161,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3918,-157.8159,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3914,-157.815,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.3916,-157.8134,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.403,-157.8061,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.4036,-157.8062,Permitted Feature,State Government,NPDES
"LIKELIKE HIGHWAY RECONSTRUCTION AND SAFETY IMPROVEMENTS, EMMELINE PLACE TO KAHEK",HIF013309,21.353,-157.8592,Facility,State Government,NPDES
"PAUL'S ELECTRICAL CONTRACTING, LLC - KOA RIDGE WAREHOUSE A & B",HIF013310,21.423532,-158.008125,Permitted Feature,Privately Owned Facility,NPDES
"PAUL'S ELECTRICAL CONTRACTING, LLC - KOA RIDGE WAREHOUSE A & B",HIF013310,21.423532,-158.008125,Facility,Privately Owned Facility,NPDES
GREEN ALOHA GREENHOUSE,HIF013312,22.083922,-159.350849,Facility,Privately Owned Facility,NPDES
MAUI RESEARCH AND TECHNOLOGY PARK OFFSITE BASINS,HIF013314,20.756865,-156.429539,Permitted Feature,Privately Owned Facility,NPDES
MAUI RESEARCH AND TECHNOLOGY PARK OFFSITE BASINS,HIF013314,20.751927,-156.459887,Permitted Feature,Privately Owned Facility,NPDES
WAIKAPU DEVELOPMENT VENTURE,HIF013321,20.852084,-156.498164,Permitted Feature,Privately Owned Facility,NPDES
WAIKAPU DEVELOPMENT VENTURE,HIF013321,20.852084,-156.498164,Facility,Privately Owned Facility,NPDES
250 ALAMAHA,HIF013324,20.897745,-156.447518,Facility,Privately Owned Facility,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS,HIF013326,21.327978,-157.892887,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS,HIF013326,21.326661,-157.893274,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS,HIF013326,21.3205,-157.891393,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS,HIF013326,21.315035,-157.888303,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS,HIF013326,21.313594,-157.887928,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS,HIF013326,21.309938,-157.875138,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS (2),HIF013327,21.327978,-157.892887,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS (2),HIF013327,21.326661,-157.893274,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS (2),HIF013327,21.3205,-157.891393,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS (2),HIF013327,21.315035,-157.888303,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS (2),HIF013327,21.313594,-157.887928,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WATER SYSTEM IMPROVEMENTS (2),HIF013327,21.309938,-157.875138,Permitted Feature,Municipal or Water District,NPDES
KIHEI WAILANI VILLAGE - HO'ONANI SUBDIVISION,HIF013330,20.759133,-156.455032,Facility,Privately Owned Facility,NPDES
KAKELA DRIVE AND MOHALA WAY WATER SYSTEM IMPROVEMENTS,HIF013332,21.297381,-157.813861,Permitted Feature,Municipal or Water District,NPDES
KAKELA DRIVE AND MOHALA WAY WATER SYSTEM IMPROVEMENTS,HIF013332,21.297381,-157.813861,Facility,Municipal or Water District,NPDES
WAIALAE IKI BOOSTER NO. 1 RELOCATION,HIF013333,21.2746,-157.7655,Permitted Feature,Municipal or Water District,NPDES
"POTABLE WATER SYSTEM POL MITIGATION ALIAMANU MILITARY RESERVATION, RED HILL, HON",HIF013335,21.361109,-157.923275,Facility,Federal Facility (U.S. Government),NPDES
WAHIAWA CIVIC CENTER,HIF013338,21.500637,-158.02834,Permitted Feature,State Government,NPDES
KAPOLEI KAI STREET SELF STORAGE PROJECT,HIF013340,21.32596,-158.09918,Permitted Feature,Privately Owned Facility,NPDES
KAHANA NUI BRIDGE REPLACEMENT (3),HIF013341,20.977607,-156.67705,Permitted Feature,Municipal or Water District,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.654156,-157.929942,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.654085,-157.930045,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.654115,-157.929606,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.653907,-157.929913,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.653398,-157.930688,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.647934,-157.922673,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.647875,-157.922754,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.647852,-157.922743,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.639419,-157.918119,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.634927,-157.919809,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.634972,-157.919912,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.632772,-157.921241,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.632807,-157.921377,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.632641,-157.921265,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.63271,-157.921387,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.628404,-157.922196,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.62839,-157.922296,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.625809,-157.921672,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.625745,-157.921811,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.621678,-157.91457,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.617134,-157.913824,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.617104,-157.913928,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.614971,-157.913181,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.614948,-157.913274,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.614895,-157.913405,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.613171,-157.912423,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.610668,-157.910334,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.610661,-157.910478,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.610536,-157.910238,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.610554,-157.910401,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.609998,-157.909865,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.609947,-157.909966,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.608402,-157.908826,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.608348,-157.908926,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.607092,-157.906875,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY RESURFACING, LAIEWAI BRIDGE TO WAIPUHI BRIDGE",HIF013342,21.606997,-157.906897,Permitted Feature,State Government,NPDES
ENV SUPPORT FACILITIES AT HONOULIULI WASTEWATER TREATMENT PLANT,HIF013344,21.305732,-158.028333,Permitted Feature,Municipal or Water District,NPDES
ENV SUPPORT FACILITIES AT HONOULIULI WASTEWATER TREATMENT PLANT,HIF013344,21.305732,-158.028333,Facility,Municipal or Water District,NPDES
KEALAKEHE HIGH SCHOOL TRACK IMPROVEMENTS,HIF013345,19.660296,-156.031544,Facility,State Government,NPDES
WAIALAE IKI BOOSTER NO. 1 RELOCATION (2),HIF013346,21.2746,-157.7655,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WWTP SECONDARY TREATMENT PHASE 1,HIF013347,21.303092,-157.884883,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WWTP SECONDARY TREATMENT PHASE 1,HIF013347,21.301643,-157.884139,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND WWTP SECONDARY TREATMENT PHASE 1,HIF013347,21.307728,-157.873863,Permitted Feature,Municipal or Water District,NPDES
PARCEL 13 ROADWAY,HIF013348,21.9611,-159.35356,Facility,Privately Owned Facility,NPDES
LUHAUOLA,HIF013351,21.326023,-158.088843,Permitted Feature,Privately Owned Facility,NPDES
LUHAUOLA,HIF013351,21.326023,-158.088843,Facility,Privately Owned Facility,NPDES
HALAWA VIEW II,HIF013352,21.364478,-157.936165,Permitted Feature,Privately Owned Facility,NPDES
HALAWA VIEW II,HIF013352,21.364665,-157.936336,Permitted Feature,Privately Owned Facility,NPDES
VIP TRANS INC,HIF013355,21.329181,-157.900589,Permitted Feature,Privately Owned Facility,NPDES
VIP TRANS INC,HIF013355,21.328986,-157.900356,Permitted Feature,Privately Owned Facility,NPDES
VIP TRANS INC,HIF013355,21.328986,-157.900356,Permitted Feature,Privately Owned Facility,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION,HIF013356,21.324,-157.9299,Facility,State Government,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.304778,-157.7909,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.306091,-157.78869,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.305497,-157.788938,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.301921,-157.789136,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.30239,-157.788026,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.304804,-157.790082,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.301269,-157.793435,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.303795,-157.792066,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.301309,-157.790224,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III",HIF013358,21.302956,-157.792088,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.304778,-157.7909,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.306091,-157.78869,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.305497,-157.788938,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.301921,-157.789136,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.30239,-157.788026,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.304804,-157.790082,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.301269,-157.793435,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.303795,-157.792066,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.301309,-157.790224,Permitted Feature,Municipal or Water District,NPDES
"PALOLO WATER SYSTEM IMPROVEMENTS, PART III (2)",HIF013360,21.302956,-157.792088,Permitted Feature,Municipal or Water District,NPDES
HOOKIPA KAHALUU,HIF013363,21.447906,-157.834092,Permitted Feature,State Government,NPDES
HOOKIPA KAHALUU,HIF013363,21.447393,-157.833643,Permitted Feature,State Government,NPDES
HOOKIPA KAHALUU,HIF013363,21.447906,-157.834092,Facility,State Government,NPDES
GPRM PRESTRESS LLC (2),HIF013364,21.29562,-158.086399,Permitted Feature,Privately Owned Facility,NPDES
ALOHA AIR CARGO MAINTENANCE FACILITY (2),HIF013365,21.318802,-157.925377,Permitted Feature,Privately Owned Facility,NPDES
PN70551 CHILD DEVELOPMENT CENTER,HIF013366,21.476643,-158.049741,Permitted Feature,Federal Facility (U.S. Government),NPDES
PN70551 CHILD DEVELOPMENT CENTER,HIF013366,21.476643,-158.049741,Facility,Federal Facility (U.S. Government),NPDES
MAKAWAO AVENUE PAVEMENT REHABILITATION MILEPOST 0.8 TO AI STREET,HIF013368,20.83995,-156.3247,Permitted Feature,Municipal or Water District,NPDES
MAKAWAO AVENUE PAVEMENT REHABILITATION MILEPOST 0.8 TO AI STREET,HIF013368,20.84144,-156.32652,Permitted Feature,Municipal or Water District,NPDES
MAKAWAO AVENUE PAVEMENT REHABILITATION MILEPOST 0.8 TO AI STREET,HIF013368,20.84439,-156.320685,Permitted Feature,Municipal or Water District,NPDES
MAKAWAO AVENUE PAVEMENT REHABILITATION MILEPOST 0.8 TO AI STREET,HIF013368,20.854305,-156.323378,Permitted Feature,Municipal or Water District,NPDES
MAKAWAO AVENUE PAVEMENT REHABILITATION MILEPOST 0.8 TO AI STREET,HIF013368,20.854305,-156.310821,Permitted Feature,Municipal or Water District,NPDES
KALEWA STREET BIOSWALES,HIF013370,21.326028,-157.900897,Facility,State Government,NPDES
"LOTS 13-B-2-B-1, 2, 3, 7 & 8 AT MAUI RESEARCH AND TECHNOLOGY PARK PH.I/INC.I (8-",HIF013374,20.752174,-156.439557,Facility,Privately Owned Facility,NPDES
WEST MAUI CONTINUING CARE RETIREMENT COMMUNITY OFFSITE IMPROVEMENTS,HIF013375,20.940582,-156.692476,Permitted Feature,Privately Owned Facility,NPDES
"PROPOSED RHMW DRILLING LOCATIONS, RED HILL BULK FUEL STORAGE FACILITY",HIF013376,21.371953,-157.899978,Facility,Federal Facility (U.S. Government),NPDES
MAKIKI 180 RESERVOIR (2),HIF013378,21.307767,-157.831218,Permitted Feature,Municipal or Water District,NPDES
WINDWARD MALL PARKING LOT RESURFACING PROJECT,HIF013379,21.418185,-157.805843,Facility,Privately Owned Facility,NPDES
ALOHA HILO WEST TERMINAL,HIF013380,19.728868,-155.055893,Permitted Feature,Privately Owned Facility,NPDES
KALAWAHINE 180' 2.0MG RESERVOIR CONNECTING PIPELINES,HIF013381,21.303202,-157.844589,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0MG RESERVOIR CONNECTING PIPELINES,HIF013381,21.304418,-157.844147,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0MG RESERVOIR CONNECTING PIPELINES,HIF013381,21.309002,-157.839778,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0MG RESERVOIR CONNECTING PIPELINES,HIF013381,21.310117,-157.839402,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0MG RESERVOIR CONNECTING PIPELINES,HIF013381,21.310544,-157.839376,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0MG RESERVOIR CONNECTING PIPELINES,HIF013381,21.31214,-157.839638,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0MG RESERVOIR CONNECTING PIPELINES,HIF013381,21.312807,-157.839673,Permitted Feature,Municipal or Water District,NPDES
MARINERS RIDGE BOOSTER II RENOVATION (2),HIF013382,21.296656,-157.700941,Permitted Feature,Municipal or Water District,NPDES
KAPOLEI ENERGY STORAGE,HIF013383,21.3145,-158.1191,Facility,Privately Owned Facility,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.533078,-158.04133,Permitted Feature,State Government,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.543858,-158.044741,Permitted Feature,State Government,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.454158,-158.059308,Permitted Feature,State Government,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.451795,-158.060066,Permitted Feature,State Government,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.398205,-157.984837,Permitted Feature,State Government,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.395564,-157.978308,Permitted Feature,State Government,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.393377,-157.97815,Permitted Feature,State Government,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.377447,-157.766034,Permitted Feature,State Government,NPDES
"MISCELLANEOUS PERMANENT BEST MANAGEMENT PRACTICES, PHASE 3",HIF013384,21.37692,-157.766166,Permitted Feature,State Government,NPDES
"SALT LAKE BOULEVARD WIDENING, PHASE 3 (3)",HIF013385,21.33463,-157.92916,Permitted Feature,Municipal or Water District,NPDES
"SALT LAKE BOULEVARD WIDENING, PHASE 3 (3)",HIF013385,21.3491,-157.91024,Permitted Feature,Municipal or Water District,NPDES
"MAKENA STATE PARK IMPROVEMENTS, PHASE 2",HIF013389,20.632743,-156.448121,Permitted Feature,State Government,NPDES
