facility_name,permit_id,lat,lon,latlong_type,facility_type,program
AULOA ROAD AND ULUKAHIKI ST 16 IN. WATER MAIN,HIF013392,21.373695,-157.76756,Permitted Feature,Municipal or Water District,NPDES
AULOA ROAD AND ULUKAHIKI ST 16 IN. WATER MAIN,HIF013392,21.374303,-157.765241,Permitted Feature,Municipal or Water District,NPDES
AULOA ROAD AND ULUKAHIKI ST 16 IN. WATER MAIN,HIF013392,21.376617,-157.76097,Permitted Feature,Municipal or Water District,NPDES
THE NEW KAPALAMA CONTAINER TERMINAL WHARF AND DREDGING (2),HIF013393,21.315099,-157.888628,Permitted Feature,State Government,NPDES
THE NEW KAPALAMA CONTAINER TERMINAL WHARF AND DREDGING (2),HIF013393,21.316481,-157.885062,Permitted Feature,State Government,NPDES
THE NEW KAPALAMA CONTAINER TERMINAL WHARF AND DREDGING (2),HIF013393,21.320079,-157.882777,Permitted Feature,State Government,NPDES
THE NEW KAPALAMA CONTAINER TERMINAL WHARF AND DREDGING (2),HIF013393,21.319939,-157.882069,Permitted Feature,State Government,NPDES
WAIMEA RIVER FORD CROSSING (2),HIF013394,21.968794,-159.656155,Permitted Feature,Municipal or Water District,NPDES
WAIMEA RIVER FORD CROSSING (2),HIF013394,21.969041,-159.656058,Permitted Feature,Municipal or Water District,NPDES
MILILANI 994 BOOSTER STATION (2),HIF013395,21.4772,-157.985863,Permitted Feature,Municipality,NPDES
HOAEAE WELLS RENOVATION (2),HIF013396,21.3862,-158.02495,Permitted Feature,Municipality,NPDES
HOAEAE WELLS RENOVATION (2),HIF013396,21.37995,-158.02128,Permitted Feature,Municipality,NPDES
WAIMANALO RESERVOIR MISCELLANEOUS IMPROVEMENTS,HIF013397,21.332704,-157.738764,Facility,State Government,NPDES
PAUOA WATER SYSTEM IMPROVEMENTS (3),HIF013399,21.318369,-157.848193,Permitted Feature,Municipal or Water District,NPDES
PAUOA WATER SYSTEM IMPROVEMENTS (3),HIF013399,21.318121,-157.846238,Permitted Feature,Municipal or Water District,NPDES
PAUOA WATER SYSTEM IMPROVEMENTS (3),HIF013399,21.31783,-157.845809,Permitted Feature,Municipal or Water District,NPDES
PAUOA WATER SYSTEM IMPROVEMENTS (3),HIF013399,21.318334,-157.842971,Permitted Feature,Municipal or Water District,NPDES
PUIWA ROAD: 12-INCH AND DOWSETT AVENUE: 8-INCH MAINS,HIF013400,21.333866,-157.837082,Permitted Feature,Municipal or Water District,NPDES
PUIWA ROAD: 12-INCH AND DOWSETT AVENUE: 8-INCH MAINS,HIF013400,21.334117,-157.836349,Permitted Feature,Municipal or Water District,NPDES
PUIWA ROAD: 12-INCH AND DOWSETT AVENUE: 8-INCH MAINS,HIF013400,21.337654,-157.835245,Permitted Feature,Municipal or Water District,NPDES
PUIWA ROAD: 12-INCH AND DOWSETT AVENUE: 8-INCH MAINS,HIF013400,21.343628,-157.828245,Permitted Feature,Municipal or Water District,NPDES
PUIWA ROAD: 12-INCH AND DOWSETT AVENUE: 8-INCH MAINS,HIF013400,21.343628,-157.828245,Facility,Municipal or Water District,NPDES
PUIWA ROAD: 12-INCH AND DOWSETT AVENUE: 8-INCH MAINS (2),HIF013401,21.333866,-157.837082,Permitted Feature,Municipal or Water District,NPDES
PUIWA ROAD: 12-INCH AND DOWSETT AVENUE: 8-INCH MAINS (2),HIF013401,21.337654,-157.835245,Permitted Feature,Municipal or Water District,NPDES
PUIWA ROAD: 12-INCH AND DOWSETT AVENUE: 8-INCH MAINS (2),HIF013401,21.343628,-157.828245,Permitted Feature,Municipal or Water District,NPDES
KAPAA HOMESTEADS TANKS TWO 0.5 MG TANKS (2),HIF013403,22.09379,-159.340772,Permitted Feature,Municipal or Water District,NPDES
KAPAA HOMESTEADS TANKS TWO 0.5 MG TANKS (2),HIF013403,22.09379,-159.340772,Facility,Municipal or Water District,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.369758,-157.914654,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.370204,-157.914376,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.369927,-157.914486,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.370142,-157.911264,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.36216,-157.898896,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.358314,-157.898726,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.356392,-157.898015,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.355734000000002,-157.897582,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.355351,-157.896988,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.353396,-157.895738,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.351598,-157.895777,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.348765,-157.894661,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.347532,-157.89425,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.347242,-157.894035,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.345399,-157.893063,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.344998,-157.893121,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.341468,-157.888864,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.341815,-157.887518,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.341602,-157.886889,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.341841,-157.886085,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.369072,-157.914543,Permitted Feature,State Government,NPDES
"MOANALUA FREEWAY RESURFACING, MILE POST 0.86 TO MILE POST 3.88",HIF013406,21.36841,-157.914633,Permitted Feature,State Government,NPDES
"MAKAKILO WATER SYSTEM IMPROVEMENTS, PART III (3)",HIF013407,21.350359,-158.092248,Permitted Feature,Municipal or Water District,NPDES
"MAKAKILO WATER SYSTEM IMPROVEMENTS, PART III (3)",HIF013407,21.34946,-158.092623,Permitted Feature,Municipal or Water District,NPDES
"MAKAKILO WATER SYSTEM IMPROVEMENTS, PART III (3)",HIF013407,21.343932,-158.094546,Permitted Feature,Municipal or Water District,NPDES
"MAKAKILO WATER SYSTEM IMPROVEMENTS, PART III (3)",HIF013407,21.339423,-158.083689,Permitted Feature,Municipal or Water District,NPDES
"MAKAKILO WATER SYSTEM IMPROVEMENTS, PART III (3)",HIF013407,21.342796,-158.079775,Permitted Feature,Municipal or Water District,NPDES
KAHANA NUI BRIDGE REPLACEMENT PROJECT (2),HIF013411,20.977335,-156.677375,Permitted Feature,Municipal or Water District,NPDES
CANBY COMMUNITY CENTER,HIF013413,21.497993,-158.055081,Facility,Privately Owned Facility,NPDES
AIEA PBC,HIF013415,21.374358,-157.903431,Permitted Feature,Privately Owned Facility,NPDES
AIEA PBC,HIF013415,21.374416,-157.903238,Permitted Feature,Privately Owned Facility,NPDES
AIEA PBC,HIF013415,21.374125,-157.902362,Permitted Feature,Privately Owned Facility,NPDES
AIEA PBC,HIF013415,21.373216,-157.902922,Permitted Feature,Privately Owned Facility,NPDES
AIEA PBC,HIF013415,21.373894,-157.90164,Permitted Feature,Privately Owned Facility,NPDES
AIEA PBC,HIF013415,21.373242,-157.902165,Permitted Feature,Privately Owned Facility,NPDES
AIEA PBC,HIF013415,21.374358,-157.903431,Facility,Privately Owned Facility,NPDES
WAILEA GOLF ESTATES II CONDOMINIUM,HIF013417,20.684853,-156.443601,Permitted Feature,Privately Owned Facility,NPDES
UNITED CARGO FREIGHT,HIF013419,21.327691,-157.898939,Permitted Feature,Privately Owned Facility,NPDES
KAPOLEI BULK STORAGE TERMINAL,HIF013421,21.3142,-158.1182,Permitted Feature,Privately Owned Facility,NPDES
CM RECYCLING,HIF013425,21.327888,-157.892803,Permitted Feature,Privately Owned Facility,NPDES
CM RECYCLING,HIF013425,21.327888,-157.892803,Facility,Privately Owned Facility,NPDES
PTA BAAF,HIF013427,19.8375,-155.71545,Permitted Feature,Privately Owned Facility,NPDES
"CAMPBELL HIGH SCHOOL TRACK, FIELD, & OTHER IMPROVEMENTS",HIF013429,21.310567,-158.00559,Facility,State Government,NPDES
ALA MOANA BOULEVARD ELEVATED PEDESTRIAN WALKWAY (2),HIF013430,21.291432,-157.86035999999999,Permitted Feature,State Government,NPDES
ALA MOANA BOULEVARD ELEVATED PEDESTRIAN WALKWAY (2),HIF013430,21.294116,-157.856836,Permitted Feature,State Government,NPDES
ALA MOANA BOULEVARD ELEVATED PEDESTRIAN WALKWAY (2),HIF013430,21.293853,-157.856344,Permitted Feature,State Government,NPDES
ALA MOANA BOULEVARD ELEVATED PEDESTRIAN WALKWAY (2),HIF013430,21.293752,-157.856147,Permitted Feature,State Government,NPDES
ALA MOANA BOULEVARD ELEVATED PEDESTRIAN WALKWAY (2),HIF013430,21.293691,-157.856016,Permitted Feature,State Government,NPDES
ALA MOANA BOULEVARD ELEVATED PEDESTRIAN WALKWAY (2),HIF013430,21.29351,-157.855674,Permitted Feature,State Government,NPDES
ALA MOANA BOULEVARD ELEVATED PEDESTRIAN WALKWAY (2),HIF013430,21.293492,-157.855628,Permitted Feature,State Government,NPDES
ALA MOANA BOULEVARD ELEVATED PEDESTRIAN WALKWAY (2),HIF013430,21.294387,-157.857337,Permitted Feature,State Government,NPDES
PAR WEST FACILITY (2),HIF013431,21.306741,-158.114667,Permitted Feature,Privately Owned Facility,NPDES
PAR WEST FACILITY (2),HIF013431,21.305836,-158.114185,Permitted Feature,Privately Owned Facility,NPDES
FY22 MDTF #3 BUILDING 300,HIF013432,21.540527,-158.019804,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY22 MDTF #3 BUILDING 300,HIF013432,21.54051,-158.01699,Permitted Feature,Federal Facility (U.S. Government),NPDES
KALIHIWAI PONDS (2),HIF013434,22.19061,-159.427944,Permitted Feature,Privately Owned Facility,NPDES
HARRIS REBAR SOUTH PACIFIC INC.,HIF013437,21.305892,-158.099754,Permitted Feature,Privately Owned Facility,NPDES
HARRIS REBAR SOUTH PACIFIC INC.,HIF013437,21.305892,-158.099754,Facility,Privately Owned Facility,NPDES
FY22 MDTF #3 BUILDING 300 (2),HIF013439,21.540527,-158.019804,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY22 MDTF #3 BUILDING 300 (2),HIF013439,21.54051,-158.01699,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY22 MDTF #3 BUILDING 300 (2),HIF013439,21.540527,-158.019804,Facility,Federal Facility (U.S. Government),NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.217136,-159.457166,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.219992,-159.458488,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.222968,-159.457998,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.219206,-159.459503,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.218652,-159.460802,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.220693,-159.459406,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.220733,-159.459589,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.22071,-159.460103,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.220871,-159.46022,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.220686,-159.460781,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.220986,-159.460752,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.215152,-159.45364,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.216001,-159.452834,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.216309,-159.454471,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.216735,-159.454215,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.217133,-159.453675,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.217668,-159.453684,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.21553,-159.452392,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.212463,-159.450809,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.215837,-159.450659,Permitted Feature,Privately Owned Facility,NPDES
"PRINCEVILLE MAKAI RANCH HIHIMANU ROAD EXTENSION, HIHIMANU PLACE, ROAD G, AND ROA",HIF013441,22.217136,-159.457166,Facility,Privately Owned Facility,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS,HIF013442,21.386093,-157.923929,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS,HIF013442,21.385113,-157.925581,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS,HIF013442,21.384905,-157.92765,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS,HIF013442,21.383473,-157.930055,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS,HIF013442,21.38731,-157.922194,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS (2),HIF013443,21.386093,-157.923929,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS (2),HIF013443,21.385113,-157.925581,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS (2),HIF013443,21.384905,-157.92765,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS (2),HIF013443,21.383473,-157.930055,Permitted Feature,Municipal or Water District,NPDES
KAHILINAI PLACE & AIEA DRIVE WATER SYSTEM IMPROVEMENTS (2),HIF013443,21.38731,-157.922194,Permitted Feature,Municipal or Water District,NPDES
REHABILITATION OF STREETS UNIT 65C,HIF013444,21.276777,-157.788058,Permitted Feature,Municipal or Water District,NPDES
REHABILITATION OF STREETS UNIT 65C,HIF013444,21.296722,-157.755603,Permitted Feature,Municipal or Water District,NPDES
REHABILITATION OF STREETS UNIT 65C,HIF013444,21.314854,-157.805537,Permitted Feature,Municipal or Water District,NPDES
REHABILITATION OF STREETS UNIT 65C,HIF013444,21.414244,-157.965902,Permitted Feature,Municipal or Water District,NPDES
REHABILITATION OF STREETS UNIT 65C,HIF013444,21.415307,-157.964483,Permitted Feature,Municipal or Water District,NPDES
REHABILITATION OF STREETS UNIT 65C,HIF013444,21.454373,-157.826139,Permitted Feature,Municipal or Water District,NPDES
REHABILITATION OF STREETS UNIT 65C,HIF013444,21.303417,-157.863686,Permitted Feature,Municipal or Water District,NPDES
VAN & AILEEN WAKI RESIDENCE,HIF013445,20.910727,-156.484508,Permitted Feature,Privately Owned Facility,NPDES
VAN & AILEEN WAKI RESIDENCE,HIF013445,20.910727,-156.484508,Facility,Privately Owned Facility,NPDES
ROTARY WING PARKING APRON PHASE II,HIF013449,21.476723,-158.028674,Permitted Feature,Federal Facility (U.S. Government),NPDES
ROTARY WING PARKING APRON PHASE II,HIF013449,21.476723,-158.028674,Permitted Feature,Federal Facility (U.S. Government),NPDES
WAIHEE LINE BOOSTER - REPLACEMENT OF PUMPING UNITS (2),HIF013450,21.460434,-157.840764,Permitted Feature,Municipal or Water District,NPDES
SAND ISLAND TERMINAL,HIF013451,21.314211,-157.888117,Permitted Feature,Privately Owned Facility,NPDES
KAWAIHAE TERMINAL (3),HIF013452,20.037224,-155.829726,Permitted Feature,Privately Owned Facility,NPDES
KAWAIHAE TERMINAL (3),HIF013452,20.03725,-155.829783,Permitted Feature,Privately Owned Facility,NPDES
OMAOPIO EHIKU SUBDIVISION,HIF013453,20.823038,-156.404427,Facility,Privately Owned Facility,NPDES
CALTECH SUBMILLIMETER OBSERVATORY DECOMMISSIONING,HIF013454,19.787,-155.49808,Permitted Feature,Privately Owned Facility,NPDES
CALTECH SUBMILLIMETER OBSERVATORY DECOMMISSIONING,HIF013454,19.787,-155.49808,Facility,Privately Owned Facility,NPDES
AHUA AND JBPHH WETLAND RESTORATION,HIF013455,21.316978,-157.957557,Facility,Federal Facility (U.S. Government),NPDES
HALEWILIKO HIGHLANDS SENIOR HOUSING,HIF013456,21.379343,-157.926657,Facility,Privately Owned Facility,NPDES
KALAWAHINE 180' 2.0 MG RESERVOIR CONNECTING PIPELINES,HIF013458,21.314,-157.8383,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0 MG RESERVOIR CONNECTING PIPELINES,HIF013458,21.308985,-157.83911,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0 MG RESERVOIR CONNECTING PIPELINES,HIF013458,21.290719,-157.847962,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0 MG RESERVOIR CONNECTING PIPELINES,HIF013458,21.287778,-157.84222,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0 MG RESERVOIR CONNECTING PIPELINES (2),HIF013460,21.314,-157.8383,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0 MG RESERVOIR CONNECTING PIPELINES (2),HIF013460,21.308985,-157.83911,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0 MG RESERVOIR CONNECTING PIPELINES (2),HIF013460,21.290719,-157.847962,Permitted Feature,Municipal or Water District,NPDES
KALAWAHINE 180' 2.0 MG RESERVOIR CONNECTING PIPELINES (2),HIF013460,21.287778,-157.84222,Permitted Feature,Municipal or Water District,NPDES
H2 RESIDENTIAL,HIF013466,20.647855,-156.442557,Permitted Feature,Privately Owned Facility,NPDES
LIHIKAI SCHOOL PARK IMPROVEMENTS,HIF013470,20.891187,-156.473542,Permitted Feature,Municipal or Water District,NPDES
LIHIKAI SCHOOL PARK IMPROVEMENTS,HIF013470,20.891187,-156.473542,Facility,Municipal or Water District,NPDES
TILECO INC.,HIF013472,21.306732,-158.09994,Permitted Feature,Privately Owned Facility,NPDES
TILECO INC.,HIF013472,21.305759,-158.102469,Permitted Feature,Privately Owned Facility,NPDES
KEEHI MARINE CENTER (2),HIF013474,21.320445,-157.892171,Permitted Feature,Privately Owned Facility,NPDES
KEEHI MARINE CENTER (2),HIF013474,21.320445,-157.892171,Facility,Privately Owned Facility,NPDES
MOLOKAI LANDFILL PHASE V DISPOSAL CELL & RELATED IMPROVEMENTS,HIF013475,21.11583,-157.06054,Facility,Municipal or Water District,NPDES
LEEWARD COMMUNITY COLLEGE,HIF013479,21.38809,-157.984409,Permitted Feature,State Government,NPDES
LEEWARD COMMUNITY COLLEGE,HIF013479,21.38809,-157.984409,Facility,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.6431,-158.0634,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.6462,-158.0635,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.6485,-158.0632,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.6496,-158.0633,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.6504,-158.0626,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.6511,-158.0618,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.6511,-158.0618,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.6515,-158.0517,Permitted Feature,State Government,NPDES
"KAMEHAMEHA HIGHWAY REHABILITATION, VICINITY OF KAPUHI STREET TO DAIRY ROAD (2)",HIF013482,21.653,-158.0615,Permitted Feature,State Government,NPDES
