island,sample_id,collected_hst,latitude,longitude,Salinity,NO3NO2,NO2 (umol/L),PO4,SiO2,NH3
Maui,OA90,2026-03-29T21:44:59Z,20.75861111,-156.46,32.91,6.403,0.131,0.344,32.148,0.877
Maui,OA91,2026-03-29T10:36:00Z,20.76527778,-156.4588889,32.1,11.773,0.135,0.311,50.005,0.759
Maui,OA92,2026-03-29T10:10:59Z,20.761579,-156.459757,32.64,4.963,0.139,0.26,32.401,0.982
O'ahu,OA938,2026-03-28T06:23:00Z,21.31905464,-157.6702365,31.17,0,0,0.153,4.231,0.105
O'ahu,OA939,2026-03-28T06:29:00Z,21.31835862,-157.669574,25.85,0,0,0.108,2.317,0
O'ahu,OA94,2026-03-29T20:12:00Z,21.61888889,-158.0852778,30.762,27.623,0.087,1.812,168.5382,0.3608
O'ahu,OA940,2026-03-28T06:16:00Z,21.31603082,-157.6656051,33.84,0.153,0,0.225,2.836,0
O'ahu,OA941,2026-03-28T06:09:00Z,21.31359696,-157.6603272,32.21,0,0,0.128,0.938,0
O'ahu,OA942,2026-03-28T05:52:00Z,21.31044849,-157.6593761,29.79,0,0,0.151,0.936,0
O'ahu,OA943,2026-03-28T05:58:00Z,21.31139511,-157.660272,34.26,0,0,0.221,0.989,0
O'ahu,OA944,2026-03-28T05:26:00Z,21.32595564,-157.6821093,33.64,5.719,0,1.247,9.751,1.241
O'ahu,OA945,2026-03-28T05:14:59Z,21.33013452,-157.6910986,10.66,102.543,3.732,2.396,NA,5.817
O'ahu,OA946,2026-03-28T05:04:00Z,21.33237889,-157.6933318,27.8,10.644,0.213,0.422,19.822,0.08
O'ahu,OA947,2026-03-28T04:54:00Z,21.33884598,-157.6975104,26.05,11.706,0.178,0.36,19.337,0.194
O'ahu,OA949,2026-03-28T04:42:59Z,21.34403,-157.7012759,27.32,12.734,0.207,0.384,22.765,0.445
Maui,OA95,2026-03-29T21:21:00Z,20.74583333,-156.4577778,15.24,45.236,0.257,1.358,165.157,2.826
O'ahu,OA950,2026-03-28T04:32:00Z,21.35354248,-157.7066706,32.83,5.283,0,0.332,16.214,0.334
O'ahu,OA953,2026-03-29T01:36:59Z,21.48527778,-157.8483333,11.41,5.675,0.148,0.867,NA,9.921
O'ahu,OA954,2026-03-29T01:14:00Z,21.53555556,-157.8397222,34.49,0.404,0,1.199,4.661,0
O'ahu,OA955,2026-03-29T00:40:00Z,21.55666667,-157.8752778,23.94,0.673,0,0.39,92.071,0.214
O'ahu,OA959,2026-03-29T01:21:00Z,21.52583333,-157.835,30.4,12.161,0.093,0.189,13.434,0
O'ahu,OA96,2026-03-28T19:52:00Z,21.28305556,-157.8455556,32.75,8.06,0.2151,0.2982,34.4529,0.8201
O'ahu,OA960,2026-03-29T00:53:00Z,21.55805556,-157.8588889,26.81,12.337,0,0.196,12.284,0
O'ahu,OA963,2026-03-29T01:25:00Z,21.5175,-157.8366667,28.96,61.176,0.172,0.209,37.562,0
O'ahu,OA964,2026-03-29T00:57:59Z,21.55472222,-157.8508333,31.63,8.795,0.189,0.429,21.248,0
O'ahu,OA965,2026-03-29T00:25:00Z,21.57805556,-157.8833333,7.1,3.73,<0.07,0.558,NA,0.714
O'ahu,OA969,2026-03-29T01:08:00Z,21.54222222,-157.8427778,34.11,3.723,0,0.265,6.021,0
Moloka'i,OA97,2026-03-29T10:52:00Z,21.09138889,-157.2758333,34.342,2.301,0.115,0.171,6.406,NA
O'ahu,OA970,2026-03-29T00:47:00Z,21.55861111,-157.8666667,29.11,2.334,0,0.416,17.745,5.323
O'ahu,OA973,2026-03-29T01:47:00Z,21.46,-157.8397222,2.46,51.357,0.409,0.895,NA,10.929
O'ahu,OA974,2026-03-29T01:03:00Z,21.54833333,-157.8466667,30.47,3.356,0,0.43,7.839,6.332
O'ahu,OA975,2026-03-29T00:31:59Z,21.56527778,-157.875,21.84,0.477,0,0.267,11.209,0
Moloka'i,OA98,2026-03-29T18:57:59Z,21.1094,-157.1378333,34.528,0.667,0.08,0.081,3.631,NA
O'ahu,OA99,2026-03-29T22:44:00Z,21.45888889,-157.8319444,20.4,0.1365,0,0.2459,27.2946,1.0177
O'ahu,OA999,2026-04-01T05:56:00Z,21.45402778,-157.818,24.54,12.153,0,0.96,8.839,0
,,,,,,,,,,
